DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
40,1,1,4,73,1,0,1,0,0,1
38,0,6,1,74,1,0,0,0,0,1
33,1,9,5,6,0,1,1,1,1,1
28,1,5,6,81,1,1,1,1,0,1
1,0,10,6,82,1,0,1,1,1,1
8,0,2,1,13,1,1,1,1,0,1
37,0,5,7,80,0,1,0,0,1,1
32,0,1,8,86,0,0,0,1,0,1
48,1,9,5,18,0,0,0,1,0,1
43,1,10,2,53,1,0,0,1,1,1
37,1,10,2,59,1,1,0,0,1,1
4,1,9,5,66,0,0,1,1,0,1
30,0,6,7,33,0,1,0,0,1,1
6,1,9,7,88,1,1,0,1,0,1
46,0,3,4,40,1,0,0,0,1,1
19,1,4,3,30,1,1,0,0,1,1
32,0,6,9,38,0,1,0,0,0,1
9,0,4,7,77,0,0,1,1,0,1
12,0,1,2,100,0,1,0,1,0,1
11,0,7,1,51,0,1,1,1,0,1
46,0,5,2,46,1,1,1,0,0,1
16,1,8,3,19,1,1,0,1,1,1
1,0,9,5,95,1,1,1,0,0,1
45,1,5,3,96,0,1,0,1,1,1
21,1,8,10,51,0,0,0,1,1,1
30,0,1,9,94,1,0,0,1,1,1
13,1,1,10,70,0,0,0,1,1,1
34,1,7,4,61,0,0,0,1,1,1
4,1,6,7,4,1,1,0,0,1,1
28,0,5,4,56,0,0,1,0,0,1
38,0,5,3,3,0,0,0,1,0,1
31,0,9,10,10,1,0,1,0,1,1
27,0,1,1,18,1,0,1,1,0,1
5,1,8,9,83,1,0,0,1,0,1
25,1,2,1,26,0,0,1,1,0,1
3,1,7,1,28,1,0,1,1,0,1
33,1,6,1,17,1,0,1,0,0,1
4,1,10,5,36,0,0,1,0,1,1
25,1,2,7,60,0,0,0,0,0,1
20,0,3,7,46,1,0,0,0,1,1
34,1,4,10,88,1,1,1,0,1,1
26,1,7,1,19,0,0,0,1,0,1
5,1,8,6,69,0,1,0,1,1,1
35,0,2,9,99,0,0,1,0,1,1
28,1,8,6,48,1,0,1,0,0,1
29,1,9,4,14,0,1,0,1,1,1
9,0,7,10,17,1,1,0,1,0,1
38,1,1,9,37,1,1,1,1,1,1
50,0,6,3,88,1,1,0,0,0,1
6,0,8,10,83,0,1,1,1,0,1
19,1,5,4,21,0,1,0,0,1,1
44,1,2,4,75,1,1,1,1,1,1
11,0,5,4,59,1,0,1,1,1,1
2,1,8,6,96,0,1,1,0,1,1
47,1,2,7,92,1,1,0,1,0,1
44,0,1,9,65,0,1,0,1,0,1
44,0,4,3,25,1,1,1,1,1,1
9,1,4,8,63,0,0,1,0,0,1
21,0,9,8,95,1,1,0,0,1,1
24,1,3,1,57,1,1,0,1,1,1
34,1,4,5,2,1,1,1,0,0,1
22,1,3,10,29,0,1,0,1,1,1
3,1,2,5,18,0,1,1,0,0,1
12,0,4,8,9,0,0,1,0,0,1
28,1,8,8,88,1,0,1,0,0,1
30,0,1,2,45,1,0,0,1,0,1
26,1,8,3,18,0,1,0,0,0,1
48,1,8,2,57,0,1,1,0,0,1
21,0,3,1,84,0,0,0,0,0,1
28,1,10,2,5,1,0,0,1,1,1
26,0,10,10,50,0,0,1,1,0,1
33,0,6,6,13,0,0,0,1,1,1
21,1,4,1,57,1,0,1,1,0,1
35,1,1,6,7,0,0,1,0,1,1
34,1,1,1,1,0,0,1,1,0,1
41,1,5,2,17,0,0,1,1,0,1
47,0,8,8,85,0,0,0,1,0,1
18,1,1,6,56,0,0,0,1,1,1
11,1,2,9,93,1,0,1,1,1,1
23,1,7,1,99,0,1,0,1,0,1
48,1,8,5,91,0,0,0,0,1,1
22,1,3,7,34,0,1,1,1,0,1
17,0,8,9,65,0,1,1,0,1,1
5,1,1,9,55,1,1,0,0,1,1
44,0,9,4,99,0,1,0,1,0,1
11,1,2,4,81,1,1,1,0,0,1
30,1,2,4,42,0,0,1,0,1,1
15,1,4,3,72,0,1,1,0,1,1
27,0,10,8,91,0,0,0,0,1,1
35,1,3,5,71,1,0,0,1,0,1
33,0,4,7,7,0,0,1,0,1,1
20,0,6,10,4,0,0,0,1,0,1
16,1,7,6,12,0,1,0,1,1,1
34,0,5,9,6,0,1,0,0,1,1
2,1,2,3,20,0,1,0,0,0,1
35,1,3,6,92,1,0,1,0,0,1
40,0,10,3,36,0,1,0,0,0,1
28,1,3,2,44,1,0,0,1,1,1
47,1,5,3,51,1,1,1,0,1,1
39,0,5,2,47,1,0,1,0,1,1
6,0,4,2,61,0,0,1,1,0,1
9,0,8,10,77,1,1,1,1,0,1
20,0,6,7,100,0,1,1,1,0,1
1,0,6,10,50,1,0,0,1,1,1
8,0,1,3,3,0,1,0,0,1,1
23,1,6,8,85,0,0,0,0,1,1
3,0,3,2,55,0,1,1,1,0,1
4,0,6,7,74,0,0,1,0,1,1
25,1,10,3,33,0,0,0,1,0,1
47,1,6,9,44,1,0,1,0,1,1
38,0,2,7,15,0,1,1,1,0,1
15,0,1,9,8,1,0,0,1,1,1
21,1,3,2,79,0,0,0,1,1,1
35,0,5,6,15,0,0,0,0,0,1
46,0,4,5,94,0,1,1,0,0,1
14,1,7,2,30,0,1,0,0,0,1
36,0,4,4,12,0,0,1,0,0,1
12,1,8,4,4,0,1,0,0,1,1
17,0,7,8,46,0,0,0,1,0,1
39,1,10,7,38,0,0,0,1,1,1
9,1,9,5,17,0,1,0,1,1,1
35,1,1,9,19,1,0,0,1,1,1
13,0,5,1,1,1,0,0,1,0,1
15,1,4,4,39,1,1,1,1,0,1
18,0,6,5,29,0,0,1,1,0,1
33,1,1,8,9,1,0,1,1,0,1
6,1,6,3,63,0,1,1,0,0,1
27,1,1,5,41,0,0,1,0,0,1
23,0,1,3,74,0,0,1,0,0,1
27,0,8,7,52,1,0,1,0,0,1
34,1,2,10,92,1,0,0,0,1,1
46,0,10,3,52,0,1,0,1,1,1
38,0,6,7,39,0,0,1,1,0,1
14,0,6,2,15,1,0,1,1,1,1
36,1,6,7,47,1,1,0,1,0,1
8,0,8,9,60,1,1,1,0,0,1
35,1,4,5,91,1,0,1,0,0,1
19,1,3,6,80,1,1,0,0,1,1
30,1,6,10,37,1,1,0,0,0,1
14,0,4,3,43,1,0,1,1,1,1
20,1,2,10,14,1,0,1,1,1,1
49,0,6,5,94,1,1,0,1,0,1
25,0,10,5,60,0,1,0,1,1,1
40,1,5,3,6,0,0,1,1,1,1
24,1,9,8,29,0,0,0,1,0,1
14,1,6,6,35,0,1,1,0,0,1
26,0,3,3,89,1,1,1,1,0,1
38,0,5,1,10,0,0,0,0,0,1
23,1,10,10,69,0,1,0,1,0,1
22,1,8,1,28,0,1,1,0,1,1
48,0,9,10,91,1,1,0,0,1,1
19,0,8,2,78,1,0,1,0,1,1
46,1,3,10,92,1,1,0,0,1,1
3,0,9,5,5,0,1,0,1,1,1
42,0,3,7,75,0,0,1,0,0,1
19,0,8,1,50,0,1,1,1,1,1
9,0,10,1,79,0,0,1,1,0,1
28,0,9,4,37,1,0,1,0,1,1
20,0,7,10,72,1,0,0,0,1,1
45,1,4,6,21,0,0,1,1,1,1
7,0,10,9,96,0,1,0,1,0,1
14,1,9,1,89,1,0,1,1,1,1
9,1,3,10,53,0,1,0,0,0,1
19,0,3,5,39,1,0,0,1,1,1
47,1,2,9,6,1,1,0,0,1,1
14,1,10,8,95,1,0,1,0,0,1
38,1,3,7,39,0,1,0,0,0,1
36,0,1,10,23,1,0,1,0,1,1
40,1,4,2,40,0,0,1,0,1,1
17,0,8,9,50,0,0,0,0,1,1
30,1,5,8,38,1,0,1,1,1,1
9,1,2,10,100,0,0,0,1,0,1
33,1,3,10,82,0,1,0,1,1,1
25,1,1,9,42,1,0,1,0,0,1
14,0,2,9,68,0,0,1,1,0,1
11,1,1,9,93,0,1,1,0,1,1
35,1,2,3,58,0,1,0,1,0,1
41,0,3,7,24,0,0,0,1,1,1
14,0,1,1,93,0,0,1,1,1,1
30,0,9,9,24,0,0,1,1,0,1
41,1,10,9,72,0,1,0,0,0,1
4,0,5,3,90,0,1,1,1,1,1
4,0,8,5,23,0,0,1,0,1,1
28,0,5,8,61,0,0,0,0,0,1
8,0,8,6,42,1,0,1,0,0,1
2,0,7,10,58,0,1,0,0,0,1
41,0,4,10,53,1,0,0,1,1,1
46,1,7,9,78,0,0,1,1,1,1
22,0,6,3,25,0,0,0,0,0,1
41,1,3,7,53,0,0,1,1,1,1
16,0,9,6,60,1,0,0,1,1,1
29,0,10,5,93,0,0,0,0,0,1
49,0,9,4,74,0,0,1,0,0,1
48,1,5,5,92,0,1,0,1,0,1
30,0,8,4,78,0,1,1,1,1,1
12,0,7,3,43,1,1,0,1,1,1
35,0,9,7,8,0,1,1,1,0,1
11,0,7,6,41,1,1,1,0,1,1
46,1,4,4,28,0,0,0,1,1,1
50,1,4,9,78,0,1,0,1,0,1
21,1,8,1,80,1,0,1,0,0,1
21,1,6,1,79,1,1,0,1,1,1
5,1,9,9,57,0,0,1,0,1,1
48,0,10,7,85,1,1,1,0,1,1
20,0,7,2,62,0,1,0,1,0,1
37,0,7,10,48,0,0,1,1,1,1
3,1,4,5,10,0,1,1,0,1,1
44,0,3,4,88,1,0,0,1,1,1
33,1,8,1,53,1,0,1,1,0,1
9,0,7,9,29,0,1,1,1,1,1
9,1,4,6,65,0,1,1,1,1,1
4,0,4,6,64,0,1,0,0,1,1
35,0,1,4,57,1,0,0,0,0,1
17,0,7,2,56,1,1,0,1,0,1
34,0,1,8,36,0,0,0,1,1,1
24,1,10,8,53,0,1,1,0,1,1
32,0,10,3,72,1,1,1,1,0,1
1,0,4,7,68,1,0,1,1,1,1
8,0,3,7,23,1,1,1,1,1,1
45,1,3,5,62,1,1,0,0,0,1
23,0,1,5,90,0,0,1,1,0,1
47,0,4,8,93,1,1,1,0,1,1
40,0,1,4,50,1,0,0,0,0,1
12,0,8,1,14,0,1,0,1,1,1
12,0,1,1,46,1,1,1,0,0,1
46,1,6,9,72,1,1,1,0,0,1
47,1,7,4,45,0,1,1,1,1,1
15,1,10,1,100,0,0,1,0,0,1
41,0,2,2,29,0,0,0,0,0,1
19,1,4,10,78,0,1,0,1,1,1
26,0,3,7,19,1,0,1,0,1,1
29,0,9,2,56,0,1,0,1,1,1
22,0,7,1,48,0,0,1,0,1,1
40,0,2,10,55,1,1,1,1,0,1
21,1,6,9,55,0,0,1,1,1,1
38,1,9,5,24,0,0,1,0,1,1
20,1,3,4,8,0,0,0,0,0,1
29,0,6,4,21,1,0,1,1,1,1
4,1,3,1,76,1,1,0,1,0,1
7,1,3,3,36,1,0,1,1,0,1
28,0,4,1,27,1,0,0,1,0,1
28,1,9,5,13,0,0,1,0,0,1
4,0,8,5,29,1,0,0,0,1,1
22,1,1,9,38,1,0,1,0,0,1
12,1,1,8,56,0,0,1,0,1,1
45,1,7,5,4,1,0,1,1,1,1
3,0,3,5,11,1,1,0,0,0,1
22,1,7,7,34,1,1,0,1,0,1
44,1,9,2,40,1,1,0,0,1,1
2,1,3,7,62,1,0,1,0,0,1
24,1,3,1,41,0,0,1,0,0,1
34,0,2,5,64,0,1,0,1,1,1
27,0,10,6,64,0,1,1,0,0,1
41,1,1,10,42,1,1,1,0,1,1
1,1,9,1,59,0,0,0,0,0,1
8,1,6,9,19,0,1,0,0,0,1
23,0,6,9,97,1,1,1,1,1,1
38,1,8,1,97,0,0,0,1,0,1
6,1,5,4,62,0,1,1,0,1,1
22,0,9,8,23,1,1,1,1,0,1
25,0,5,2,91,0,0,1,1,1,1
18,0,2,8,74,0,0,0,1,0,1
17,1,6,10,71,1,1,1,0,1,1
12,0,9,9,34,1,1,0,0,1,1
6,0,3,9,40,1,1,0,1,0,1
26,1,10,1,15,1,1,0,1,1,1
27,0,4,9,79,1,0,1,0,1,1
8,1,10,4,5,1,0,0,0,0,1
19,1,8,8,19,1,0,1,1,0,1
42,0,6,9,55,0,0,1,1,1,1
1,1,7,3,74,1,0,0,1,1,1
29,0,7,6,7,1,0,0,0,1,1
45,0,4,3,83,0,1,0,0,0,1
49,0,6,1,95,1,1,1,1,0,1
35,1,9,10,96,1,1,1,1,1,1
40,0,3,6,5,1,0,0,1,0,1
14,1,8,5,91,0,1,1,0,1,1
35,1,7,3,7,0,0,0,0,0,1
48,1,4,4,61,0,0,1,1,0,1
45,0,10,2,13,0,0,1,0,1,1
20,1,3,10,2,1,0,0,0,0,1
49,1,7,10,1,0,0,0,0,0,1
13,0,10,4,21,0,1,1,0,0,1
38,0,9,4,96,0,0,1,1,1,1
49,1,10,3,84,1,1,0,0,0,1
46,1,3,6,69,0,0,1,1,1,1
49,0,10,1,70,1,1,0,1,0,1
8,1,9,9,5,1,1,0,1,1,1
43,1,8,10,49,1,1,1,0,0,1
20,1,3,3,43,0,1,0,0,0,1
33,1,8,3,7,1,1,0,1,0,1
26,0,4,3,23,1,0,0,1,1,1
39,1,6,7,26,0,1,0,1,0,1
21,0,10,8,52,0,0,0,1,1,1
49,1,2,2,50,1,1,0,0,1,1
42,0,8,1,27,1,0,1,0,1,1
43,1,9,5,58,1,0,0,0,0,1
41,0,7,8,68,1,0,0,0,0,1
9,1,8,3,82,1,1,0,1,0,1
24,0,7,6,72,0,0,1,0,0,1
37,1,10,3,24,1,1,0,1,1,1
49,1,4,6,43,1,0,1,0,1,1
41,0,1,4,46,0,1,0,0,0,1
17,0,3,7,12,1,0,0,1,1,1
24,0,7,10,52,1,1,1,1,1,1
21,0,7,1,52,1,0,0,1,1,1
39,0,3,1,36,0,0,0,0,0,1
41,1,1,5,62,1,0,1,1,1,1
39,0,10,9,65,0,1,0,1,0,1
13,0,9,5,39,0,0,0,0,0,1
11,1,6,4,77,0,0,0,1,0,1
46,0,7,8,60,1,0,0,1,1,1
19,0,1,5,94,0,0,1,0,1,1
11,0,1,1,5,1,1,0,1,0,1
13,1,4,7,24,1,1,0,1,1,1
46,0,7,4,45,0,1,0,1,0,1
45,1,8,10,30,1,0,1,1,0,1
1,1,10,5,79,0,1,1,0,0,1
40,0,9,6,62,0,0,0,1,0,1
44,1,1,7,90,1,0,0,1,1,1
19,0,4,2,93,1,0,1,0,0,1
12,0,4,1,67,1,1,0,0,0,1
8,0,3,3,38,1,0,0,0,1,1
8,0,7,10,79,1,1,0,1,1,1
45,0,1,1,35,0,0,0,0,1,1
12,1,9,4,6,1,1,1,1,0,1
48,1,8,6,84,1,1,1,0,0,1
33,1,2,5,65,1,1,1,1,0,1
45,1,2,4,54,0,0,1,1,1,1
26,0,8,7,71,0,1,0,0,0,1
39,0,1,6,41,0,1,0,0,1,1
28,1,7,3,26,1,0,1,0,1,1
5,0,9,9,1,0,1,1,0,0,1
8,1,3,5,69,0,1,0,1,0,1
25,1,7,10,3,1,1,0,0,1,1
27,1,6,1,20,1,0,0,1,1,1
46,1,7,6,0,1,1,0,1,1,1
23,0,7,5,37,0,1,0,0,0,1
30,0,10,10,59,0,1,1,1,1,1
45,1,1,8,75,0,0,0,0,1,1
47,1,3,4,90,1,1,0,0,0,1
23,1,10,1,13,1,1,1,0,1,1
49,1,1,2,78,0,0,0,0,0,1
47,1,5,8,87,0,1,0,1,1,1
20,0,3,10,81,0,1,0,0,1,1
18,1,1,8,16,1,1,1,1,0,1
18,1,2,5,72,1,0,0,1,0,1
2,0,10,6,46,0,1,0,0,1,1
4,0,5,2,81,1,0,0,0,0,1
30,0,3,9,55,1,1,0,1,0,1
33,0,6,6,52,1,1,1,1,1,1
36,0,9,9,17,0,0,0,0,1,1
18,0,6,10,68,0,1,0,1,1,1
37,0,2,3,47,1,1,0,0,0,1
19,0,2,6,8,1,0,0,1,0,1
47,0,8,10,53,0,0,1,1,1,1
28,1,8,5,34,0,0,1,1,0,1
40,0,6,9,45,0,1,0,0,1,1
20,1,10,10,0,0,0,0,1,0,1
49,1,7,1,40,1,1,1,0,1,1
33,1,1,9,72,0,0,1,1,0,1
12,1,9,5,31,0,0,0,1,0,1
15,1,5,1,83,0,0,1,1,1,1
41,1,9,10,76,0,1,0,0,0,1
39,1,2,8,39,0,1,1,0,0,1
2,1,8,7,10,1,1,0,0,1,1
29,0,7,6,61,1,0,1,0,1,1
41,1,4,2,45,1,1,0,1,1,1
10,1,3,5,47,0,1,0,1,0,1
2,1,4,3,42,0,0,1,1,0,1
11,1,4,2,50,1,1,1,1,0,1
13,0,10,10,60,0,0,1,1,1,1
10,1,10,1,41,0,0,0,0,1,1
14,0,8,9,25,0,1,1,0,1,1
18,0,4,2,10,0,0,1,0,0,1
9,1,5,1,24,0,1,0,1,1,1
39,1,2,7,39,0,0,0,1,0,1
28,0,4,9,24,1,1,1,0,0,1
3,1,7,6,83,0,1,0,1,0,1
20,1,3,8,74,1,1,1,0,1,1
6,0,1,7,73,0,0,0,1,0,1
27,0,8,9,51,0,1,0,0,0,1
2,1,8,7,2,0,0,1,0,1,1
29,1,6,6,38,0,1,1,0,1,1
38,1,7,1,90,1,1,0,1,1,1
3,0,10,9,34,0,0,1,0,1,1
16,1,2,10,39,1,1,1,0,0,1
30,0,5,5,94,1,1,1,0,0,1
40,0,7,2,84,1,0,1,1,1,1
2,1,9,8,21,1,1,1,0,0,1
17,0,1,4,61,0,1,1,1,1,1
41,1,3,3,18,1,0,0,0,0,1
12,1,6,1,13,0,1,1,1,1,1
35,0,7,5,100,1,1,1,1,1,1
43,1,6,3,49,1,0,1,0,0,1
1,0,1,4,61,1,0,1,0,0,1
45,0,4,9,86,0,1,0,1,0,1
15,1,6,7,89,1,0,0,1,0,1
26,1,8,5,42,0,1,1,1,1,1
37,1,10,8,54,1,0,1,0,0,1
21,1,4,6,39,1,1,0,0,0,1
49,0,7,10,11,1,0,1,1,1,1
31,0,3,2,64,0,1,1,0,0,1
25,0,8,7,33,0,1,0,0,1,1
23,1,1,1,82,0,1,1,0,0,1
24,0,4,3,22,1,0,1,1,0,1
38,0,8,1,70,1,0,0,0,1,1
28,1,10,1,6,1,1,1,0,1,1
21,1,4,5,64,1,0,1,1,1,1
43,1,2,6,17,0,0,0,1,1,1
18,0,2,3,7,1,0,0,1,0,1
36,1,4,3,88,0,0,0,0,0,1
35,0,4,3,41,0,0,1,0,0,1
45,0,2,1,92,0,0,0,0,0,1
9,0,7,5,86,1,1,1,1,1,1
38,0,6,1,92,0,1,1,1,1,1
30,0,3,10,0,0,0,0,0,1,1
44,1,8,10,78,0,0,1,0,1,1
34,0,8,3,14,1,0,1,0,0,1
32,1,1,6,27,0,1,0,1,0,1
3,0,3,6,35,0,1,0,1,1,1
3,0,5,3,95,0,0,1,0,0,1
28,1,2,9,45,0,1,1,1,1,1
44,0,5,8,76,0,1,1,1,0,1
15,0,10,3,20,0,1,1,0,1,1
41,1,3,5,48,1,1,0,0,0,1
23,1,9,5,38,0,1,1,0,0,1
40,0,1,5,37,1,1,1,0,0,1
11,0,4,3,8,1,0,1,0,1,1
48,0,10,5,19,1,1,0,0,1,1
32,1,6,5,83,1,0,0,0,1,1
36,0,9,4,7,0,0,0,0,0,1
33,1,3,4,13,1,1,1,1,0,1
24,1,3,2,61,0,1,1,0,0,1
39,0,5,9,83,0,0,1,1,0,1
34,1,7,7,34,0,1,1,0,0,1
28,0,5,1,54,1,0,1,1,0,1
37,0,8,5,44,0,0,1,0,0,1
7,1,5,2,20,0,1,1,1,1,1
4,1,7,10,52,1,1,1,0,1,1
37,1,6,6,53,0,1,0,0,1,1
1,1,10,7,85,0,0,0,1,1,1
1,1,2,2,42,0,0,0,1,0,1
47,1,3,6,5,1,1,1,1,0,1
20,0,4,3,54,0,1,0,0,1,1
19,0,5,9,43,0,1,0,1,0,1
29,0,9,4,90,0,1,0,1,0,1
10,1,6,3,67,0,0,1,0,0,1
18,1,1,3,3,1,1,1,0,1,1
28,1,3,2,62,1,0,1,0,1,1
35,0,7,9,91,1,1,0,0,0,1
43,0,8,8,90,0,0,0,1,1,1
47,1,7,5,57,0,0,0,0,0,1
31,1,5,9,53,0,0,0,0,0,1
27,1,10,2,80,1,1,1,1,1,1
11,1,8,6,37,1,1,1,0,1,1
49,0,9,7,59,0,1,0,1,0,1
49,0,7,6,51,0,0,1,1,0,1
38,0,9,3,28,0,1,1,1,0,1
5,1,1,10,39,1,1,0,1,0,1
8,0,9,10,70,0,1,0,0,1,1
34,1,3,10,7,1,0,1,0,1,1
48,1,6,9,96,1,1,1,1,1,1
12,1,8,8,95,0,0,0,1,1,1
38,0,3,8,34,0,0,1,0,0,1
1,0,4,8,81,0,1,0,1,0,1
31,1,7,9,15,1,1,1,0,1,1
4,0,7,1,17,0,0,0,0,0,1
49,1,4,8,58,1,1,1,1,1,1
45,1,9,2,88,1,0,1,0,0,1
50,1,3,4,33,0,0,0,1,1,1
5,0,8,1,3,0,0,0,1,1,1
30,0,8,6,68,1,1,1,0,0,1
24,1,4,10,77,1,0,1,1,1,1
3,0,7,1,64,0,0,1,0,1,1
11,0,4,5,60,1,1,0,0,1,1
45,0,1,9,85,0,0,0,0,0,1
4,0,1,1,45,0,0,0,1,0,1
26,1,1,9,20,0,1,0,0,1,1
27,0,2,4,76,0,0,1,1,1,1
46,1,6,3,99,1,1,0,0,1,1
43,1,10,8,92,0,1,0,0,0,1
27,0,5,6,37,0,0,1,1,1,1
42,1,2,7,72,1,1,1,1,0,1
50,1,8,9,96,1,0,1,0,1,1
6,0,9,5,85,0,1,0,1,0,1
15,1,7,2,80,0,0,1,1,1,1
30,1,9,3,59,1,1,0,1,1,1
42,0,4,3,86,1,0,1,1,1,1
37,0,7,4,35,0,0,0,1,1,1
37,0,5,10,5,1,1,1,1,0,1
42,0,5,7,38,1,0,0,0,1,1
37,0,3,10,28,1,0,0,1,1,1
35,1,9,6,26,1,1,1,1,0,1
23,1,10,3,68,0,1,0,1,0,1
6,0,5,7,8,0,1,0,0,1,1
4,0,6,4,23,0,0,0,1,0,1
18,1,3,10,62,0,0,1,0,1,1
9,0,10,8,18,1,0,1,1,0,1
49,0,7,7,96,1,1,1,0,1,1
29,1,9,7,29,1,0,1,0,0,1
13,1,9,9,57,1,0,0,0,0,1
47,1,10,8,39,0,0,1,0,1,1
17,0,10,1,67,0,1,0,0,0,1
45,1,5,7,31,1,1,1,1,0,1
32,0,7,3,64,0,0,0,1,1,1
48,1,3,4,33,0,1,1,1,0,1
22,0,6,6,84,1,1,0,0,1,1
4,0,8,5,30,0,0,1,0,1,1
5,0,8,8,58,0,1,1,1,0,1
37,1,2,2,77,1,1,0,1,0,1
41,1,6,5,25,1,1,1,1,1,1
49,1,7,5,21,1,0,0,1,1,1
13,0,7,3,33,0,1,0,1,0,1
34,1,3,10,96,1,1,1,1,1,1
45,1,9,5,12,1,0,1,0,0,1
22,0,2,4,95,0,0,0,1,0,1
23,0,3,5,54,0,0,1,0,0,1
3,1,2,10,7,1,0,0,1,0,1
42,1,9,9,61,0,0,1,0,1,1
34,1,4,7,21,0,1,1,1,0,1
32,0,2,1,55,1,0,0,0,1,1
45,1,3,3,83,1,1,0,0,1,1
49,0,4,9,20,0,0,1,0,0,1
21,0,10,4,97,1,1,1,0,0,1
46,1,6,4,48,0,0,1,0,0,1
44,1,5,10,93,0,1,1,0,0,1
21,0,3,6,5,0,0,0,1,1,1
44,0,10,3,34,0,1,0,0,0,1
11,1,8,3,26,1,1,1,1,1,1
39,1,8,9,83,0,0,0,0,1,1
4,1,7,5,39,1,1,1,1,0,1
1,0,3,7,13,0,1,1,1,0,1
28,0,1,5,73,0,0,1,1,1,1
24,1,5,6,51,1,1,0,1,1,1
35,0,1,8,78,1,1,0,0,1,1
13,0,6,8,39,0,0,0,0,1,1
47,1,7,2,42,0,1,0,0,1,1
34,0,5,9,57,1,0,1,0,0,1
11,1,4,10,2,1,1,1,0,1,1
36,1,2,6,14,1,1,0,1,1,1
17,0,5,7,44,0,1,1,1,1,1
35,0,9,3,94,1,1,0,0,0,1
18,1,4,4,10,0,0,0,1,1,1
40,0,2,6,38,1,0,0,1,0,1
22,1,6,7,18,1,1,0,0,1,1
24,0,8,6,78,1,1,1,0,0,1
19,0,2,5,19,0,0,1,0,0,1
37,0,9,2,85,1,0,1,0,0,1
39,1,7,7,70,1,0,0,0,1,1
21,0,2,5,55,0,1,0,0,1,1
8,1,5,9,77,1,1,1,1,0,1
28,1,5,4,3,0,1,1,0,0,1
5,1,7,10,8,0,0,0,0,1,1
17,0,5,2,24,0,1,1,1,0,1
37,1,6,7,46,1,0,0,0,0,1
36,1,9,7,98,1,0,0,0,0,1
19,0,3,1,100,0,1,1,1,0,1
27,1,3,5,48,0,0,1,0,0,1
34,1,8,3,26,0,1,0,0,0,1
11,0,10,9,27,1,0,1,0,0,1
45,1,6,9,87,0,1,0,1,1,1
47,0,10,7,96,0,1,1,0,0,1
12,1,3,9,96,1,0,0,1,0,1
21,1,2,2,61,1,0,0,0,0,1
11,0,2,10,15,0,1,0,1,1,1
39,1,2,8,86,0,1,1,1,1,1
28,1,5,10,45,0,0,1,0,0,1
5,1,5,10,74,0,1,1,0,0,1
17,0,1,10,45,1,1,1,1,1,1
20,0,2,1,39,0,0,1,1,0,1
41,0,2,3,82,1,0,1,1,1,1
46,0,4,8,33,1,0,0,0,0,1
12,0,7,8,86,0,1,0,0,0,1
6,1,3,10,9,1,1,1,1,1,1
17,0,5,8,100,0,0,1,1,1,1
19,0,9,7,0,1,0,0,0,1,1
26,0,5,2,65,0,0,1,1,0,1
48,1,9,3,85,1,1,1,0,0,1
44,1,1,9,16,1,1,1,1,0,1
44,0,9,2,46,0,1,0,0,0,1
32,1,5,7,23,1,0,1,1,0,1
6,1,8,1,49,1,0,0,0,0,1
36,1,5,3,84,1,1,1,0,0,1
38,1,6,1,28,1,0,0,1,1,1
11,0,8,6,77,1,0,1,1,0,1
33,0,2,4,71,1,0,1,1,1,1
24,1,3,1,93,1,1,0,0,0,1
23,1,9,5,85,1,0,0,1,1,1
15,1,5,4,86,1,0,0,0,1,1
27,1,5,10,12,0,0,1,0,0,1
11,0,9,10,63,1,0,1,0,0,1
50,1,10,2,27,1,1,0,0,0,1
17,0,3,7,93,0,1,0,0,0,1
14,1,4,8,4,1,1,1,0,0,1
27,0,7,4,73,1,1,0,0,1,1
18,1,2,9,8,0,0,0,0,0,1
28,0,8,3,13,1,1,1,1,0,1
47,0,5,6,9,0,0,0,1,1,1
47,0,1,7,32,0,0,1,1,0,1
4,1,3,7,74,1,0,0,1,1,1
7,0,9,6,39,0,0,0,1,1,1
45,1,5,9,5,0,1,0,0,0,1
35,0,8,1,16,1,1,0,1,1,1
48,0,1,9,35,1,0,1,1,0,1
9,1,7,9,69,0,1,0,0,1,1
8,0,7,4,60,1,1,0,0,1,1
45,1,8,5,73,0,0,0,1,1,1
17,1,3,3,48,0,1,0,1,0,1
17,1,1,7,68,1,0,0,1,0,1
49,1,9,2,82,0,0,1,1,0,1
33,0,1,8,70,1,0,1,0,1,1
32,0,6,9,23,1,1,1,1,1,1
8,1,9,6,50,1,0,0,1,1,1
19,0,2,9,41,1,0,1,0,0,1
38,0,4,6,18,0,0,0,1,1,1
3,1,2,3,61,1,1,1,0,0,1
5,0,4,10,74,1,0,1,0,1,1
13,1,2,3,66,1,0,0,0,1,1
47,0,1,2,29,0,0,1,0,1,1
46,0,3,5,37,1,0,0,0,1,1
31,1,8,4,5,0,1,1,1,1,1
16,0,5,6,98,0,0,0,1,0,1
50,0,4,5,21,0,1,0,0,1,1
32,1,5,6,10,0,0,0,1,1,1
22,0,6,4,71,1,1,0,0,1,1
29,1,6,3,90,1,0,0,0,1,1
22,0,5,1,28,0,1,0,1,1,1
43,1,6,5,7,0,1,1,1,0,1
3,1,9,6,86,1,0,0,1,0,1
10,1,5,5,92,0,0,1,1,0,1
42,1,6,5,79,0,0,1,1,1,1
